Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Wanbury Limited (BSE:524212),BSE:524212,Drugs (Pharmaceutical),Health Care,511,485,557,475,459,484,77,-3,26,21,21,29,11,12,13,0%,1%,1%,0%,0%,0%,33,33,33,-56,-66,-5,100,95,116,276,241,199,167,167,167,2,2,3,0,0,0,183,135,174,41,20,4,1,-9,-17,-29,-32,15,712,220,25.8,39.76,Business Overview: [1] WL is a pharmaceutical company with a presence in the API global market and domestic branded Formulation. Itâs majorly into Active Pharmaceutical Ingredient (API) Sales & Marketing in over 50 countries and Pan-India Formulation presence,Small,102,47,57,0.183123878,0.096907216,0.111545988,0.130525694,3.236363636,1.278276481,164,177,137,185,82,-13,0.637254902,-0.468085106,28,-33,-23,144,62,77,0.708333333,0.758064516,0.74025974,0.87804878,1.733333333,0.805555556,1.532258065,1.298701299,22.70175439,1.4,15.9,21.37919103,1.619186047,0.030520646
Wockhardt Limited (NSEI:WOCKPHARMA),NSEI:WOCKPHARMA,Drugs (Pharmaceutical),Health Care,3230,2651,2798,2932,2549,2707,-163,-173,17,299,302,305,247,251,223,-32%,0%,12%,0%,0%,0%,72,72,77,3777,3282,3282,2198,2184,2356,2168,2113,1899,3462,3042,2881,1342,1539,1722,0,0,0,3411,3070,3011,413,153,219,-204,-118,-138,-71,-315,334,20671,1272,,49.09,Market Position The Co. is amongst top 3 Indian generic companies in the UK and 6th Largest generic supplier in Ireland in Retail and Hospital channels. Its Wepox is the leader in Erythropoetin market (market share =21%)and Methylcobalamin Brand is no. 1 with (Methycobal= 26.7% market share) {#https://www.bseindia.com/bseplus/AnnualReport/532300/73832532300.pdf#page=34 #},Large,396,404,597,0.141529664,0.152395323,0.184829721,0.159584903,16.25078616,7.387776984,3164,4733,4609,4753,338,-89,0.505050505,-0.512376238,3359,3354,3849,5715,5538,6047,0.069291339,0.072950524,0.098726641,0.830508475,1.137524558,0.412248469,0.394366197,0.363486026,13.45892839,1,13.5,13.48306829,0.367480956,0.049320944
Kajaria Ceramics Limited (BSE:500233),BSE:500233,Building Materials,Industrials,3705,4382,4578,3093,3789,3880,26,25,46,13,22,21,115,133,148,25%,25%,25%,46%,42%,45%,16,16,16,2106,2311,2601,165,250,239,699,751,684,1150,1447,1638,263,82,68,0,2,18,1573,1798,1815,426,296,602,-298,-182,-298,-120,-135,-216,15812,991,41.5,47.49,"Product Portfolio The company's product portfolio mainly includes ceramic wall & floor tiles, polished & glazed vitrified tiles, bath-ware solutions, and plywood & laminates. [1] In FY23, tiles accounted for ~88% of revenues while the rest of products accounted for ~12% of revenues [2]",Mid,719,615,625,0.157055483,0.140346874,0.168690958,0.155364438,15.9556004,3.453910004,1728.666667,1901,1882,1836,86,-6,-0.294853964,-0.305691057,2617,2327,2122,2856,2577,2287,0.2517507,0.238649593,0.273283778,0.702508961,2.334482759,0.083683473,0.097012029,0.072146917,8.488466252,1.2,14.7,14.18019728,1.293585759,0.065093927
Kriti Industries (India) Limited (BSE:526423),BSE:526423,Building Materials,Industrials,545,732,867,505,740,807,8,3,3,14,17,20,8,9,12,20%,-24%,28%,5%,0%,5%,5,5,5,149,125,147,99,120,128,156,161,174,106,124,155,14,17,13,0,3,4,290,268,281,4,27,58,-7,-31,-46,3,4,-12,594,120,27.2,66.77,"Business Overview: [1] [2] KIIL manufactures products across 33 extrusion lines for PVC pipes, 14 extrusion lines for HDPE and drip irrigation, and 27 injection moulding machines, to facilitate the smooth transmission of liquids (water primarily) from  1 point to another.",Small,80,9,54,0.092272203,0.012295082,0.099082569,0.067883285,4.95,0.685121107,279.6666667,298,288,304,-3,-21,-0.6125,-5.777777778,152,130,154,280,250,253,0.285714286,0.036,0.213438735,4.5,-62.33333333,0.457142857,0.48,0.391304348,14.64436027,1.4,15.9,15.32599327,1.913907285,0.053056517
Orient Bell Limited (BSE:530365),BSE:530365,Building Materials,Industrials,654,705,674,598,658,653,3,6,3,4,2,2,21,21,21,8%,25%,19%,4%,6%,80%,14,14,15,270,296,298,16,9,45,155,165,199,207,250,296,1,3,0,9,10,10,239,222,251,44,34,40,-12,-21,-63,-29,-13,33,403,274,80.6,65.11,Business Overview: [1] [2] OBL is engaged in manufacturing and trading of ceramic and vitrified tiles. It sells its products through a chain of exclusive signature showrooms,Micro,23,49,60,0.034124629,0.069503546,0.091743119,0.065123765,1.47080292,0.597922849,237.3333333,261,235,249,-8,-24,-3.086956522,-0.918367347,313,310,284,358,319,300,0.06424581,0.153605016,0.2,-0.794871795,2.684210526,0.125698324,0.028213166,0.053333333,17.22222222,1.6,17.1,17.11536313,1.21005386,0.09347181
Cella Space Limited (BSE:532701),BSE:532701,Business & Consumer Services,Industrials,3.28,5.34,7.41,1.37,1.7,2.44,0.66,0.2,0.41,1.41,1.63,2.74,0.82,1.18,1.48,0.00%,0.00%,2.59%,0.00%,0.00%,0.00%,19.15,19.15,20.15,-43.44,-42.41,-41.25,49.36,59.32,57.54,4.61,8.22,7.51,26.75,39.42,39.15,1.73,0.33,0,0.01,0.01,0.01,1.19,4.52,4.79,1.48,5.3,3.07,-11.04,-12.4,-0.77,8.83,8.33,-3.52,26.2,13,28.2,58.5,"Products & Services: [1] Paper Division, Logistics, Waste Paper Trading, Corrugation, Hydro Power Project, Transport, RMC, Comfort Homes, Real estate, Flats/Villas construction",Nano,7.71,5.27,3.32,1.04048583,0.986891386,1.012195122,1.013190779,2.015384615,3.535762483,3.5,4.8,4.86,2.93,0.65,-1.68,-0.015564202,-2.671726755,-21.1,-23.26,-24.29,36.44,36.06,25.07,0.211580681,0.146145313,0.132429198,5.447368421,0.18744313,1.579034029,1.645036051,1.968887116,3.455425759,1.8,18.3,-5.140087865,0.168600683,0.10391363
Yaari Digital Integrated Services Limited (NSEI:YAARI),NSEI:YAARI,Business & Consumer Services,Industrials,1,0,0,95,11,5,20,185,3,57,87,19,2,1,0,11%,-12%,0%,0%,0%,0%,20,20,20,-314,-243,-254,502,214,244,85,46,36,6,1,0,0,0,0,48,22,31,239,15,14,-487,-11,-12,328,223,0,157,-212,12,136,13.2,,27.46,"Business Application: [1] Company launched a social commerce marketplace Yaari , which enables small businesses and individual resellers to start their business online via social channels such as WhatsApp, Facebook, Instagram etc. It is a social commerce marketplace for a bouquet of curated consumer products including Fashion, Beauty and Personal care and electronics. Yaari is looking to aggregate marketplace model to other online commerce verticals",Micro,14,76,-37,inf,inf,-37,inf,10.3030303,inf,89.33333333,45,37,287,18,-211,1.285714286,0.157894737,-234,-223,-294,10,-9,208,1.4,-8.444444444,-0.177884615,0,0.004608295,24.4,-23.77777778,2.413461538,19.93189084,1.6,17.1,86.19813655,0,
DCM Limited (BSE:502820),BSE:502820,Diversified,Industrials,69.77,69.45,70.85,66.07,68.31,67.54,42.48,12.93,10.99,5.9,2.19,2.05,8.14,6.99,4.65,6.16%,52.15%,31.58%,0.00%,0.00%,0.00%,18.68,18.68,18.68,-6.74,-3.72,2.09,23.99,0.57,1.69,80.96,99,91.79,42.92,34.87,34.11,0,0,0,10.99,12.16,10.92,62.98,67.5,69.22,11.62,17.79,2.59,0.75,-2.91,-1.95,-8.35,-15.14,-0.57,173,92.2,25,48.54,"Business Divisions: [1] [2] a) Engineering Division: This division is handled by company's wholly owned subsidiary DCM Engineering Limited. It manufactures grey iron castings which is supplied to auto companies. DCM also specialises in cylinder heads, cylinder blocks, and housing. b) Real Estate Division: Company initiated development of its land parcel admeasuring about 68.35 acres at, Hisar, Haryana. and entered into Joint Development Agreement to develop Hisar land under Deen Dayal Jan Awas Yojna. DCM Limited is designated as Promoter of the Project in the HRERA Registration. However, Director Town and Country Planning, Haryana, Chandigarh (DTCP) vide its order on April 18th, 2023 suspended the said Licence, taking a note that an enquiry has been initiated against the Company by Deputy Commissioner, Hisar in respect of their Hisar land. In the said order DTCP has also directed the licensee not to carry out any development work in the colony and not to create any 3rd party right unless the said suspension is revoked. Company is taking appropriate action in the matter for revocation of said suspension order c) IT Business: DCML is in the business of providing IT Infrastructure services in networking, analytics, cloud and digital technologies through its wholly owned subsidiary viz. DCM Infotech Limited. The subsidiary provides IT services and related software domain viz. cloud, digital transformation, mobile applications, and VR, AI-ML RPA and NLP based technologies",Micro,5.36,3.33,9.6,0.075652788,0.047948164,0.137594955,0.087065302,1.876355748,2.441778405,66.56666667,80.14,79.66,73.97,7.69,-12.35,1.070895522,-4.582582583,20.77,14.96,11.94,22.46,15.53,35.93,0.238646483,0.214423696,0.267186195,0.202020202,0.015686275,0.07524488,0.036703155,0.667687169,176.7019607,1.6,17.1,29.10923035,0.620131291,0.027522936
Inox Wind Limited (NSEI:INOXWIND),NSEI:INOXWIND,Electrical Equipment,Industrials,625,733,1743,925,926,1475,19,-65,40,283,327,248,89,98,110,-26%,4%,7%,0%,0%,0%,222,326,326,688,1387,1371,2637,2416,3248,2417,1912,1849,1343,1619,1813,148,123,266,33,1,0,4440,4298,4716,-475,-1100,-360,-74,231,-528,486,824,878,17642,135,92.4,48.27,"Products [1] The Co. manufactures and distributes wind turbine generator components such as nacelles, hubs, rotor blade sets, and tubular towers, as well as offers wind resource assessment, site acquisition, infrastructure development, and operations and maintenance(O&M) of wind power projects. Some of its products include Inox DF 93, Inox DF 100 & Inox DF 113. It is amongst the few wind OEMs in India offering plug & play turnkey solutions and post-commissioning O&M services; Product portfolio includes 2MW & 3MW WTGs (under production) & 4MW (license secured). ** Company is planning for Commercial launch of 4.X MW WTG platform**. [2]",Mid,516,134,-17,0.296041308,0.182810368,-0.0272,0.150550559,130.6814815,10.12162937,4484.666667,4982,4422,4621,623,306,0.184108527,4.007462687,1697,1713,910,4945,4129,3547,0.104347826,0.032453379,-0.004792783,1.237745098,0.18556701,0.656825076,0.585129571,0.743445165,10.63404283,1.2,14.7,12.02937737,0.256512141,0.30292599
Swelect Energy Systems Limited (BSE:532051),BSE:532051,Electrical Equipment,Industrials,354,246,243,273,184,159,5,2,79,23,30,51,28,26,42,9%,18%,10%,14%,33%,10%,15,15,15,760,772,824,459,550,569,166,148,253,566,666,717,25,32,7,291,285,275,519,504,663,97,131,90,-73,-284,-82,99,11,32,1254,834,47.9,56.36,"Company Overview The company is engaged in the business of manufacturing and trading Solar power projects, off-grid solar photovoltaic modules, based on crystalline silicon technology (c-Si), solar and wind power generation, contract manufacturing services, installation and maintenance services, sale of Solar Photovoltaic inverters and energy efficient lighting systems. [1]",Small,135,92,104,0.555555556,0.37398374,0.293785311,0.407774869,1.503597122,5.160493827,562,945,821,835,19,4,-0.466666667,-3.043478261,839,787,775,1408,1337,1234,0.095880682,0.06881077,0.084278768,-0.042253521,-1.048543689,0.404119318,0.411368736,0.371961102,6.476177282,1.4,15.9,12.09165119,0.146209386,0.33744856
Om Infra Limited (BSE:531092),BSE:531092,Engineering/Construction,Industrials,313,799,1114,269,762,1035,22,30,39,36,28,25,8,7,7,11%,60%,45%,9%,37%,10%,10,10,10,652,673,714,140,149,91,398,708,642,147,505,503,9,11,1,79,45,47,965,979,905,19,25,61,21,-285,23,-38,277,-87,1360,141,53.1,67.05,"Business Segments Engineering - Hydro-mechanical Equipment, Gates, Hoist, Turnkey Solutions. Real Estate - Hotel-cum-Revolving Restaurant, Multiplex, IT Park, Turnkey Solutions, Residential, Commercial, etc. Infrastructure - Silo project. Hotels & Hostels segment [1] [2]",Small,104,65,80,0.093357271,0.08135169,0.255591054,0.143433338,9.645390071,1.220825853,949.6666667,953,1035,1053,-16,-328,0.067307692,-9.430769231,724,683,662,815,832,802,0.127607362,0.078125,0.099750623,-18.52941176,16.2,0.111656442,0.179086538,0.174563591,23.99291983,1.4,15.9,16.80362663,0.76510989,-0.02064632
Ramky Infrastructure Limited (NSEI:RAMKY),NSEI:RAMKY,Engineering/Construction,Industrials,1459,1705,2161,1253,1367,1649,322,1456,158,373,363,158,31,42,48,67%,17%,31%,0%,0%,0%,69,69,69,207,1342,1643,2124,1650,834,2153,1579,1709,265,329,217,28,61,0,7,7,0,4252,4244,4039,278,2611,370,-85,-215,-72,-327,-1650,-1011,3456,499,14.4,69.81,"Business Segments Construction Business (72% in FY24 vs ~64% in FY23) : [1] The Co. operates the EPC business in the water and wastewater, irrigation, industrial construction, transportation, building construction, and power and distribution sectors. [2]",Small,670,701,579,0.310041647,0.411143695,0.396847156,0.372677499,6.925851703,1.599259602,4178.333333,4039,4312,4287,-403,599,-0.708955224,0.547788873,1712,1411,276,2546,3061,2400,0.263157895,0.229010127,0.24125,-0.885436893,0.372163389,0.327572663,0.53903953,0.885,19.50201647,1.4,15.9,17.07992213,0.507753759,0.033317908
Firstsource Solutions Limited (NSEI:FSL),NSEI:FSL,Information Services,Industrials,5921,6022,6336,4939,5165,5342,1,131,37,86,110,142,249,263,260,17%,16%,18%,45%,47%,47%,697,697,697,2336,2670,3003,1784,1393,1533,796,785,702,3744,3716,3853,3,3,17,130,71,42,1736,1754,2024,704,795,645,-594,17,-57,-158,-743,-564,23038,325,43,53.66,"Parentage The company is a part of the RP-Sanjiv Goenka group with a turnover of US$4.4 Bn and an asset base of US$7.3+ Bn as of FY24. It operates across sectors, including power and natural resources, infrastructure, carbon black, retail, education, and media & entertainment, with a presence in 50+ countries and 100+ offices globally. [1] [2]",Large,1136,967,1068,0.179292929,0.160577881,0.180374937,0.173415249,70.88615385,3.63604798,1838,2083,1828,1869,338,-30,0.247359155,-0.01344364,3700,3367,3033,5233,4760,4817,0.217083891,0.203151261,0.22171476,0.66384778,-1.771929825,0.292948595,0.292647059,0.370354993,7.326712342,1,13.5,11.69154405,1.067385445,0.008996212
Austin Engineering Company Limited (BSE:522005),BSE:522005,Machinery,Industrials,91,111,111,89,107,107,1,2,3,1,0,0,1,1,1,-4%,14%,26%,0%,0%,0%,3,3,3,50,54,57,4,0,1,41,46,32,10,11,12,0,0,1,2,3,15,86,89,67,0,5,15,-2,-3,-14,-3,-4,1,56.4,162,13.3,34.17,Business Overview: [1] Company is a  manufacturer of all types of anti-friction bearings and exports to the United States and European Union and has a 100% subsidiary in the USA which also acts on the marketing front.,Micro,4,4,3,0.036036036,0.036036036,0.032967033,0.035013035,0.348148148,0.508108108,80.66666667,83,92,88,5,-1,-2.25,-1,60,57,53,61,57,57,0.06557377,0.070175439,0.052631579,0,inf,0.016393443,0,0.070175439,,1.6,17.1,,1.168421053,0.126126126
Batliboi Limited (BSE:522004),BSE:522004,Machinery,Industrials,197,254,286,189,238,270,2,5,6,8,5,5,4,4,4,107%,5%,34%,0%,0%,16%,14,14,15,111,122,132,75,75,80,87,77,94,194,193,195,2,0,1,0,0,0,91,96,124,20,1,8,-3,-3,-3,-11,-5,6,384,112,33.1,62.69,"Business Divisions: [1] a) Machine Tools: The company manufactures CNC and conventional machines. Its Agencies division includes metal cutting machines, metal forming machines, and workshop machine packages. In FY24, the company installed 310 machines and 12 Quickmill. [2]",Micro,21,21,16,0.073426573,0.082677165,0.081218274,0.079107338,3.428571429,1.342657343,103.6666667,125,96,93,12,13,0.428571429,0.476190476,147,136,125,227,211,200,0.092511013,0.099526066,0.08,2,5.181818182,0.352422907,0.355450237,0.375,7.861111111,1.6,17.1,13.84400392,0.89375,0.01048951
D & H India Limited (BSE:517514),BSE:517514,Machinery,Industrials,91,139,158,86,129,148,0,0,0,1,2,3,2,2,2,-7%,26%,41%,0%,0%,0%,7,8,8,24,30,34,18,28,45,16,19,14,17,21,29,0,0,4,0,0,0,49,63,68,1,5,0,-5,-9,-14,4,4,15,188,230,62.8,52.26,Products Profile: [1] a) Manual Metal Arc Electrodes b) Submerged Arc Welding Flux & Wires c) CO2 Welding Wires d) Flux Cored Wires e) Filler Wires f) Metallurgical Cored Wire g) Stainless steel wires,Micro,13,12,6,0.082278481,0.086330935,0.065934066,0.078181161,0.817391304,1.189873418,60,72,63,49,14,11,0,0.166666667,42,38,31,87,66,49,0.149425287,0.181818182,0.12244898,0.904761905,2.823529412,0.517241379,0.424242424,0.367346939,6.455026455,1.6,17.1,11.5939792,1.564356436,0.088607595
Elgi Equipments Limited (NSEI:ELGIEQUIP),NSEI:ELGIEQUIP,Machinery,Industrials,2525,3041,3218,2227,2604,2727,54,175,60,15,24,34,74,78,77,32%,27%,29%,20%,17%,20%,32,32,32,1001,1339,1579,436,577,638,491,531,558,553,587,587,7,3,10,31,37,41,1367,1852,2170,69,166,288,2,-217,-101,-81,60,-82,16566,522,50.6,31.19,"Product Offerings Co. manufactures a wide range of oil-lubricated and oil-free air compressors including Screw Compressors, Piston Compressors, Rotary Screw Compressors, Reciprocating Compressors and Centrifugal Compressors. It also offers diesel-powered Portable Screw Compressors, Railway Air Compressors, Heat Recovery Systems, Medical Air Compressors, Dryers, Air Receiver Tank and other Air Accessories. [1]",Mid,525,461,313,0.16314481,0.15159487,0.123960396,0.146233359,31.73563218,5.147917961,1796.333333,2221,1892,1405,302,447,0.382857143,0.498915401,1611,1371,1033,2249,1948,1469,0.233437083,0.236652977,0.213070116,0.588039867,1.077244259,0.283681636,0.296201232,0.296800545,4.309655328,1.2,14.7,11.75245002,1.146011396,0.031385954
Grindwell Norton Limited (BSE:506076),BSE:506076,Machinery,Industrials,2013,2541,2687,1612,2040,2167,53,53,67,4,8,8,53,60,71,25%,26%,24%,45%,44%,49%,55,55,55,1513,1750,2000,15,51,83,532,549,628,386,586,756,67,124,128,531,642,689,1133,1054,1193,187,393,368,-54,-251,-184,-114,-140,-175,19549,1766,52.2,58.04,"Parentage The company is one of the subsidiaries of Compagnie de Saint Gobain, a transnational group with its headquarters in Paris with sales of Euro 47.90 billion in 2023. [1] As of March 24, it holds ~51% stake in the company. [2]",Mid,528,509,405,0.196501675,0.200314837,0.20119225,0.199336254,11.06964892,7.275400074,1126.666667,2010,1820,1731,111,72,-0.138257576,-0.351669941,2055,1805,1568,2138,1856,1583,0.246959775,0.27424569,0.255843335,0.517730496,1.934065934,0.038821328,0.027478448,0.009475679,17.33049846,1.2,14.7,14.80211944,0.971438901,0.068477856
Isgec Heavy Engineering Limited (BSE:533033),BSE:533033,Machinery,Industrials,5499,6399,6219,5165,5926,5700,13,12,25,88,91,84,101,104,106,27%,29%,28%,14%,11%,12%,7,7,7,2114,2297,2515,1233,1235,814,3387,3513,4470,977,947,956,702,805,959,135,33,29,4928,5267,5863,-70,208,735,-159,-43,-274,176,-98,-487,7851,1069,27,62.43,"History Established in 1933, the company initially offered Sugar Machinery and Boilers. Over the years, it has transformed into a diversified heavy engineering company with 86% Consolidated Revenues from Engineering Products and Projects. [1]",Mid,603,564,422,0.096960926,0.088138772,0.076741226,0.087280308,7.34424696,1.262421611,5352.666667,6851,6105,5765,-211,214,-0.804311774,0.303191489,2522,2304,2121,3336,3539,3354,0.180755396,0.159367053,0.125819917,0.886699507,4.864864865,0.244004796,0.348968635,0.367620751,8.274965148,1.2,14.7,13.13226068,0.796592801,0.04405853
Roto Pumps Limited (BSE:517500),BSE:517500,Machinery,Industrials,176,226,274,130,171,208,4,4,4,2,4,5,6,9,13,26%,27%,26%,15%,14%,25%,3,3,6,131,159,189,34,56,53,45,57,54,67,84,125,8,25,0,0,0,0,138,166,178,9,30,39,-18,-39,-25,2,14,-15,1662,264,46.4,66.62,"Products [1] RPL manufactures different types of industrial pumps, such as progressive cavity and single- and twin-screw variants. These pumps are specialised and custom-made and used in industries where the fluid viscosity is high. They are also used in waste-water treatment, oil and gas, marine and sugar industries.",Small,71,59,48,0.259124088,0.261061947,0.272727273,0.264304436,6.295454545,6.065693431,160.6666667,178,191,146,-10,33,-0.492957746,-0.101694915,195,162,134,248,218,168,0.286290323,0.270642202,0.285714286,1.6,1,0.213709677,0.256880734,0.202380952,7.486390783,1.4,15.9,14.10193029,0.904290429,0.091240876
Simmonds Marshall Limited (BSE:507998),BSE:507998,Machinery,Industrials,157,186,192,147,174,175,1,2,2,9,9,9,7,7,7,0%,3%,1%,0%,0%,0%,2,2,2,33,30,34,89,84,84,41,50,41,78,72,67,0,0,5,0,0,0,87,94,88,14,13,17,-4,-1,-7,-11,-13,-10,139,124,26.1,59.57,"Product Profile: [1] Cleveloc & Metal Self Locking Nuts, Nylon Insert Self Locking Nuts, U-Nuts, Wheel Nuts, Dome Cap Nuts, Castle & Slotted Nuts, Hose Pipe Fitting Nuts, Flange Nuts, Cage Nuts, Weld Nuts, Bolts & Studs, Cold Forged Sleeves /Bushes Collars / Spacers. Phillidas products",Micro,26,21,19,0.135416667,0.112903226,0.121019108,0.123113,1.120967742,0.723958333,89.66666667,93,94,87,8,-2,0.038461538,-0.142857143,36,32,35,120,116,124,0.216666667,0.181034483,0.153225806,1.5,-3.625,0.7,0.724137931,0.717741935,10.51364366,1.6,17.1,12.48955056,1.2,0.036458333
