Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,other_liabilities_2022,other_liabilities_2023,other_liabilities_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About
Alchemist Corporation Limited (BSE:531409),BSE:531409,Retail (Distributors),Consumer Discretionary,"<td class="""">0.05</td>","<td class="""">0.00</td>","<td class="""">0.00</td>","<td class="""">0.24</td>","<td class="""">0.18</td>","<td class="""">0.24</td>",-1.42,0,0.43,0,0,0.07,0.01,0,0,0.00%,0.00%,41.67%,0.00%,0.00%,0.00%,4.91,4.91,4.91,10.72,10.54,10.95,0.21,0.55,0.6,1.63,1.61,1.34,14.76,14.76,14.76,0,0,0,1.27,1.27,1.61,1.44,1.58,1.43,-1.82,0.19,-0.02,1.9,0,0,-0.1,-0.16,-0.02,10,20.4,167,74.11%,"Business Overview: [1] The company's business covers activities like: a) Commodity : The company works as an importer, exporter, stockist, distributor, agent, trader, and dealer in all kinds of products and articles of merchandise including bullions, gold smiths, silver smiths, jewelry, gem and diamond merchants, agricultural, horticultural, botanical, including commercial and cash crops & commodities and dealing in clocks, watches, jewelry and cutlery, and their components and accessories. The company also sets up import and export houses for all these products to carry on the business in India or elsewhere in the world by itself or through agents. b) Real Estate: The company is also engaged in the business of Real estate, properties which includes Residential, Commercial, Industrial, and Agricultural and mining as a builder, colonizer, owner, developer, promoter, contractor, etc. The company is also engaged as an estate agent, estate manager to look after and manage immovable properties of or for any persons, firms and companies, governments and States, etc. The company acquires and undertakes these properties by purchase, sell, lease, let, sublet, and possession."
Bata India Limited (BSE:500043),BSE:500043,Shoe,Consumer Discretionary,"<td class="""">2,388</td>","<td class="""">3,452</td>","<td class="""">3,479</td>","<td class="""">1,960</td>","<td class="""">2,647</td>","<td class="""">2,682</td>",54,39,19,99,118,126,242,295,339,26%,25%,25%,680%,54%,59%,64,64,64,"1,750","1,374","1,463","1,094","1,246","1,357",616,587,466,"1,226","1,392","1,509",5,4,4,0,0,0,"2,294","1,876","1,837",212,629,453,93,439,40,-341,"-1,011",-518,"15,905","1,238",45.8,50.16%,"Parentage As of June 2024, the Bata Corporation holds a 50% stake in the company. Founded in 1894 in the Czech Republic, Bata Corporation is the world's leading shoemaker by volume having a retail presence of over 5,300 shops in more than 70 countries across 5 continents, and operates 21 production facilities in 18 countries. [1] [2]"
ADF Foods Limited (BSE:519183),BSE:519183,Food Processing,Consumer Staples,"<td class="""">421</td>","<td class="""">450</td>","<td class="""">520</td>","<td class="""">354</td>","<td class="""">369</td>","<td class="""">415</td>",9,11,11,2,3,2,9,14,16,26%,26%,25%,18%,20%,18%,21,22,22,322,397,419,70,55,56,55,46,53,160,175,182,0,7,5,39,80,77,268,259,285,34,51,70,-53,-60,13,33,-5,-63,"2,760",252,35.3,36.14%,"Product Portfolio ADF has 400+ SKUs spread across eight brands. These include frozen snacks, Indian breads, and vegetables, as well as ready-to-eat meals, side dishes such as pickles and chutneys, condiment pastes, cooking sauces, spices, and milk-based beverages. [1]"
Aspinwall and Company Limited (NSEI:ASPINWALL),NSEI:ASPINWALL,Food Processing,Consumer Staples,"<td class="""">260</td>","<td class="""">295</td>","<td class="""">296</td>","<td class="""">241</td>","<td class="""">273</td>","<td class="""">286</td>",7,21,9,3,2,4,4,5,5,18%,20%,-12%,31%,16%,44%,8,8,8,146,169,175,24,17,23,62,52,44,82,81,87,1,1,1,2,2,1,155,161,162,16,35,4,3,9,-7,-17,-13,-1,231,295,14.7,64.46%,"Services Offered: [1] a) Shipping Services: [2] Liner services, Ship agency services, Custom House Agents, Stevedoring services, Bulk cargo services, Air cargo services, Freight forwarding services, Warehousing services, Project & OD Cargo handling b) Coffee Trading and Exports: [3] Processing of Green coffee, Processing of Specialty monsoonal coffee c) Rubber: [4] Rubber plantations, Manufacture of Centrifuged Latex & Block rubber d) Natural Fiber Products (Coir): [5] Manufacture of Environment Friendly Coir, Jute Furnishings, Home Products and Geo Textiles, Branded door mats - Sparsh"
B & A Limited (BSE:508136),BSE:508136,Food Processing,Consumer Staples,"<td class="""">290</td>","<td class="""">292</td>","<td class="""">290</td>","<td class="""">247</td>","<td class="""">269</td>","<td class="""">273</td>",2,6,9,4,4,5,5,5,5,26%,33%,22%,3%,1%,0%,3,3,3,111,119,129,24,30,49,60,65,71,86,89,117,6,6,10,0,0,0,107,123,125,31,11,33,-14,-16,-50,-5,-6,9,168,542,12.2,59.15%,"Business Overview: Company is engaged in the business of cultivation, production and sale of black tea which is seasonal in nature. [1] Company is operating 11 tea estates, including the latest acquisition in and around different locations of upper Assam, like Jorhat, Sibsagar and Golaghat. The Company produced around 5.5 million kgs. super quality tea. [2] Company produces superior quality of tea, which commands a premium over industry average levels. All the tea gardens are located in upper Assam which is well-known for its superior quality of tea due to its favourable climatic conditions and better soil structure. Accordingly, the average realisations of tea manufactured by the company are higher than the average realisations in the tea auctions. From April 2022 onwards, company’s Gatoonga Tea Estate was ranked as no.1 followed by Mokrung Tea Estate at no.3 and Salkathoni Tea Estate at no.7 in All India Batting Order in terms of price fetched by the company in Assam for CTC tea in the auctions. [3]"
Dalmia Bharat Sugar and Industries Limited (BSE:500097),BSE:500097,Food Processing,Consumer Staples,"<td class="""">3,018</td>","<td class="""">3,252</td>","<td class="""">2,899</td>","<td class="""">2,572</td>","<td class="""">2,815</td>","<td class="""">2,487</td>",64,77,128,35,38,50,95,121,127,22%,30%,25%,11%,13%,15%,16,16,16,"2,343","2,689","2,916",819,454,"1,430",645,644,800,"1,531","1,652","1,847",59,21,133,594,736,629,"1,639","1,393","2,554",567,583,-239,-327,-192,-257,-217,-419,902,"2,728",334,9.84,74.92%,"Revenue Mix FY23 Sugar - 67% Distillery - 23% History** [1] DBSIL, a part of the Dalmia Bharat Group is a leading Indian sugar producer. In 1994, Company entered the sugarindustry by establishing 2500 TCD capacity sugar mill in UP."
Heritage Foods Limited (NSEI:HERITGFOOD),NSEI:HERITGFOOD,Food Processing,Consumer Staples,"<td class="""">2,681</td>","<td class="""">3,241</td>","<td class="""">3,794</td>","<td class="""">2,495</td>","<td class="""">3,109</td>","<td class="""">3,590</td>",2,12,12,6,6,9,52,56,61,26%,29%,27%,24%,40%,22%,23,46,46,634,679,762,19,168,132,226,231,341,579,622,704,8,20,20,18,15,140,298,469,416,148,-61,390,-42,-83,-252,-93,126,-76,"3,726",402,19.6,41.30%,"Product Portfolio [1] The company's products include milk and value-added products such as curd, ice cream/frozen dessert, paneer, buttermilk, flavored milk, lassi, milk powders, sweets, Hertitage Nutrivet, Heritage Novandie."
K.C.P. Sugar and Industries Corporation Limited (BSE:533192),BSE:533192,Food Processing,Consumer Staples,"<td class="""">319</td>","<td class="""">290</td>","<td class="""">346</td>","<td class="""">305</td>","<td class="""">284</td>","<td class="""">326</td>",16,85,77,20,14,11,5,6,6,31%,17%,16%,32%,4%,0%,11,11,11,304,362,427,190,184,147,73,71,80,92,99,100,1,1,1,180,204,263,304,324,301,114,7,42,1,27,-7,-102,-15,-50,446,39.3,6.15,40.59%,"Business Overview: [1] KCPSICL is in the business of sugar manufacturing and allied activities  consisting of manufacturing and marketing of Rectified Spirit, Extra Neutral Alcohol, Ethanol, Surgical Spirit Incidental Cogeneration of Power, Organic Manure, Mycorrhiza Vam, Calcium Lactate, Co2 and Processing of Urad Dal, and Engineering unit at SIDCO Industrial Estate, Thuvakudi, Trichy, Tamil Nadu."
Sakuma Exports Limited (NSEI:SAKUMA),NSEI:SAKUMA,Food Wholesalers,Consumer Staples,"<td class="""">2,853</td>","<td class="""">3,173</td>","<td class="""">2,125</td>","<td class="""">2,821</td>","<td class="""">3,134</td>","<td class="""">2,089</td>",7,7,16,4,7,4,2,1,1,19%,25%,15%,4%,4%,3%,23,23,23,357,389,459,86,17,99,203,142,94,5,3,1,0,0,0,0,3,0,664,565,675,-57,91,-85,-15,1,12,76,-77,77,550,3.53,14,46.29%,"Products The company trades major bulk commodities such as Sugar, Edible Oil, Pulses, Lentils, Cotton, and other Agri commodities. [1]"
Avenue Supermarts Limited (NSEI:DMART),NSEI:DMART,Retail (Grocery and Food),Consumer Staples,"<td class="""">30,976</td>","<td class="""">42,840</td>","<td class="""">50,789</td>","<td class="""">28,474</td>","<td class="""">39,201</td>","<td class="""">46,683</td>",114,128,145,54,67,58,498,639,731,28%,22%,27%,0%,0%,0%,648,648,651,"13,030","15,430","18,047",647,643,592,"1,146","1,383","1,882","9,260","11,340","13,415","1,129",829,935,6,202,107,"5,076","5,733","6,716","1,372","2,630","2,746","-1,289","-2,313","-2,468",-179,-205,-148,"2,31,468","3,559",85.1,74.64%,"Business Overview The company operates the DMart retail chain, first launched in Mumbai in 2002. It follows the ""Everyday Low Cost - Everyday Low Price"" strategy, focusing on competitive procurement, operational efficiency, and cost-effective distribution to offer value-for-money pricing to customers. [1] [2]"
Hindustan Unilever Limited (BSE:500696),BSE:500696,Transportation,Consumer Staples,"<td class="""">52,446</td>","<td class="""">60,580</td>","<td class="""">61,896</td>","<td class="""">39,589</td>","<td class="""">46,433</td>","<td class="""">47,237</td>",219,448,817,106,114,334,"1,091","1,137","1,216",25%,24%,26%,90%,91%,96%,235,235,235,"48,826","50,069","50,983","1,043","1,219","1,484","20,402","21,554","25,787","51,473","52,678","53,744","1,313","1,132","1,025","3,521","2,882","4,625","14,199","16,385","19,095","9,048","9,991","15,469","-1,728","-1,484","-5,324","-8,015","-8,953","-10,034","5,61,388","2,389",54.2,61.90%,"Business Segments & Brand Portfolio The company has a portfolio of over 50 brands, spanning 16 FMCG categories, including 19 brands with a turnover of more than Rs. 1,000 Cr PA. [1] The products are split into the following segments:"
Alphageo (India) Limited (BSE:526397),BSE:526397,Oilfield Svcs/Equip.,Energy,"<td class="""">155</td>","<td class="""">66</td>","<td class="""">99</td>","<td class="""">122</td>","<td class="""">59</td>","<td class="""">86</td>",5,24,5,1,1,0,20,13,14,31%,27%,77%,42%,39%,1343%,6,6,6,265,277,272,0,0,0,38,7,16,65,65,59,1,2,2,26,55,30,218,168,203,79,13,1,-23,-65,11,-6,-6,-5,239,374,13.7,46.03%,"Business Overview: [1] AIL provides seismic survey services to the oil exploration & production sector. It is the an Indian geophysical company providing comprehensive services covering land seismic data acquisition, its processing and interpretation"
Elixir Capital Limited (BSE:531278),BSE:531278,Brokerage & Investment Banking,Financials,"<td class="""">25</td>","<td class="""">4</td>","<td class="""">35</td>","<td class="""">6</td>","<td class="""">6</td>","<td class="""">7</td>",0,0,1,2,1,2,0,0,0,24%,28%,20%,6%,-21%,3%,6,6,6,31,28,43,18,7,24,28,26,24,4,4,3,0,0,0,12,11,12,67,53,81,5,6,-17,0,2,2,-2,-12,14,143,247,5.74,71.29%,Business Overview: [1] Company does trading and investment in shares and provides research services. It manages investment and trading portfolio focused on small and mid cap stocks
GACM Technologies Limited (BSE:531723),BSE:531723,Brokerage & Investment Banking,Financials,"<td class="""">2.11</td>","<td class="""">10.39</td>","<td class="""">7.47</td>","<td class="""">13.55</td>","<td class="""">9.85</td>","<td class="""">5.00</td>",4.5,0.06,0.04,0.61,1.06,0.63,0.47,0.7,0.74,0.12%,0.86%,0.88%,0.00%,0.00%,0.00%,28.63,28.71,39.94,-34.61,-35.32,-32.81,16.74,17.2,8.85,1.51,2.48,2.46,2.17,1.83,1.09,0,0,0,0,0,0,10.1,11.24,17.35,-10.32,0.35,-3.45,-2.06,-0.32,0.03,12.29,-0.05,3.62,57.9,0.7,41.7,4.14%,"Change in Business Line: [1] Company used to be in the capital market business. On August 11th 2022, Securities Appellate Tribunal allowed actions of exchanges expelling the Company from the membership of exchange, and thus Stock Broking business of the Company was discontinued. On January 23rd 2023, company resolved to approve alteration in the Object Clause of the Company to catering to services in more diversified fields of businesses. Company approved the said alteration via Special Resolution passed on April 20, 2023"
Inventure Growth & Securities Limited (NSEI:INVENTURE),NSEI:INVENTURE,Brokerage & Investment Banking,Financials,"<td class="""">47</td>","<td class="""">39</td>","<td class="""">61</td>","<td class="""">30</td>","<td class="""">24</td>","<td class="""">38</td>",4,0,-2,1,2,2,1,1,1,27%,26%,33%,0%,0%,0%,84,84,84,115,125,138,30,32,30,45,36,75,14,13,10,0,0,0,2,1,3,259,263,314,25,-5,-17,-11,5,20,-29,1,-5,196,1.87,11.9,26.40%,"Business Overview: [1] [2] IGSL is in the business of Broking of shares and other securities, Equity/Commodity  Broking, Financing and other related activities. It operates through 224 business locations including branches, franchisees and sub-brokers located across India"
Onelife Capital Advisors Limited (BSE:533632),BSE:533632,Brokerage & Investment Banking,Financials,"<td class="""">6.39</td>","<td class="""">5.22</td>","<td class="""">37.87</td>","<td class="""">6.46</td>","<td class="""">6.35</td>","<td class="""">31.43</td>",0.09,0.2,2.29,0.08,1.5,1.78,0.26,0.05,0.53,25.00%,0.00%,90.03%,0.00%,0.00%,0.00%,13.36,13.36,13.36,71.14,68.66,37.34,14.94,13.17,26.17,7.52,28.5,88.06,2.22,8.82,11.42,0,0,0,6.32,20.27,27.31,98.42,94.6,126.2,-2.01,18.52,-25.15,-12.01,-12.2,13.39,13.86,-3.27,11.23,21.2,16.1,,52.10%,"Services Offered: [1] a) Advisory for fund raising through Indian and global markets b) Acquaint companies on business strategies c) Assist companies in implementing corporate governance strategies, formulating business plans and management structuring d) Helps companies during the seed, growth and expansion phases as well as acquisition financing and structuring the deal e) Brokerage on the buying/selling of options /futures, commodities and NBFC activities"
SMIFS Capital Markets Limited (BSE:508905),BSE:508905,Brokerage & Investment Banking,Financials,"<td class="""">70</td>","<td class="""">57</td>","<td class="""">237</td>","<td class="""">69</td>","<td class="""">57</td>","<td class="""">236</td>",2,0,3,0,0,0,0,0,0,3%,30%,27%,0%,0%,0%,6,6,6,110,112,123,0,0,0,7,3,3,4,3,2,0,0,0,81,82,91,38,35,39,-4,-7,-5,8,3,6,0,0,0,55.2,94,17.7,52.14%,"Business Overview: [1] Company is a SEBI registered Category– I Merchant Banker and Underwriter with expertise in corporate finance, merchant banking, corporate advisory services, treasury management, project finance and underwriting. Company also works as Lead Manager / Co-Manager / Advisor to issues, Manager to Open Offers and Buy Back Offer"
The Investment Trust of India Limited (BSE:530023),BSE:530023,Brokerage & Investment Banking,Financials,"<td class="""">333</td>","<td class="""">311</td>","<td class="""">302</td>","<td class="""">291</td>","<td class="""">280</td>","<td class="""">236</td>",10,18,9,29,14,27,11,12,11,88%,47%,45%,0%,0%,0%,52,52,52,549,584,609,151,200,378,255,209,263,39,38,33,0,0,0,233,260,272,734,747,997,302,-97,-209,-52,-25,1,-186,66,172,889,170,21,72.12%,"Business Overview: [1] [2] TITIL is a Financial Services company offering a wide range of products and services through its subsidiaries and associates, including Lending, Equities and Derivatives Trading, Equity Research, Commodities Trading, Portfolio Management Services, Mutual Fund Distribution, IPO & Insurance Products, Investment Banking Services, and Third-party Distribution Activities."
DCM Financial Services Limited (NSEI:DCMFINSERV),NSEI:DCMFINSERV,Financial Svcs. (Non-bank & Insurance),Financials,"<td class="""">1.80</td>","<td class="""">1.04</td>","<td class="""">0.76</td>","<td class="""">2.34</td>","<td class="""">1.61</td>","<td class="""">1.48</td>",1.75,0,0.06,0.01,0.01,0,0.33,0.34,0.3,45.98%,428.26%,-1.04%,0.00%,0.00%,0.00%,22.13,22.13,22.13,-65.07,-69.96,-70.9,78.26,73.75,69.57,2.2,2.86,2.85,11.48,11.15,10.86,0,0,0,1.43,1.07,1.15,24.61,16.56,11.64,-1,-1.48,-1.43,2.53,5.98,5.54,-1.64,-4.45,-4.13,15.1,6.72,,39.50%,"Business Overview: [1] At present, company is in the process of restructuring its operations and after which they will recommence new business operations"
IL&FS Investment Managers Limited (NSEI:IVC),NSEI:IVC,Investments & Asset Management,Financials,"<td class="""">56.34</td>","<td class="""">75.10</td>","<td class="""">65.00</td>","<td class="""">41.96</td>","<td class="""">56.89</td>","<td class="""">50.57</td>",1.09,3.6,1.42,0,0,0,0.21,0.19,0.25,14.09%,21.37%,22.76%,161.26%,209.72%,217.44%,62.81,62.81,62.81,147.92,153.61,139.58,0,0,0,44.13,50.58,46.99,0.28,0.39,0.47,0,0,0,31.88,71.25,61.68,222.7,195.36,187.23,6.43,-0.48,-6.1,-12.17,-29.24,29.55,-9.42,-16.09,-27.72,315,10.1,82.2,50.42%,"Business Overview: [1] [2] Company is a subsidiary of Infrastructure Leasing & Financial Services Limited. Holding company owns 50.42% of the company’s equity share capital. Company has invested across various sectors such as Telecom, City Gas Distribution, Shipyards, Retail, and Media. Funds managed by IIML span General Purpose Private Equity, Real Estate and Infrastructure. Investors to IIML managed Funds include most of major Indian Banks & Institutions, and Global Institutional Investors including major U.S. Pension Funds, Endowments, Foundations and SWF's. Company has raised and managed over $3.5 billion. In the infrastructure business, IL&FS is a sponsor, developer, and advisor of infrastructure projects in India and in South East Asian region. Projects undertaken by IL&FS include industrial parks, special economic zones, power and ports, surface transport and urban transportation systems. These infra projects are being developed in conjunction with governments, financing agencies, private sector partners and communities."
